pos_x, pos_y, pos_z
1.121947, 0.125533, 1.349485
1.524698, -0.195813, 2.536556
1.285975, 0.116484, 0.946349
1.333634, -0.137824, 1.836644
1.292790, 0.075809, 0.766904
1.231221, 0.105848, 0.840763
0.516985, 0.225117, 1.295808
1.881951, -0.978109, 2.596656
0.589339, -0.566889, 1.657139
1.303007, -1.161460, 2.342848
0.216247, -0.183083, 0.943022
0.318084, 0.110535, 0.953786
0.028163, 0.111433, 0.774737
0.232914, 0.412612, 1.204501
1.072970, -0.259231, 1.794660
0.458379, 0.154469, 1.113546
0.019235, 0.063932, 0.048344
-0.052193, 0.025595, 0.118058
-0.002661, 0.059394, 0.070348
0.811098, 0.091881, 1.793714
0.379356, -0.164889, 2.061016
0.386463, -0.217778, 2.092509
1.028729, -0.518233, 2.136488
0.523930, 0.362175, 0.982232
1.244191, -0.121455, 2.034695
2.225816, -0.114035, 1.921536
1.779191, -0.742973, 2.465428
2.123348, -0.385595, 2.381740
-0.024431, 0.060608, 0.055849
-0.797239, -0.170228, 0.602358
1.435740, -0.895763, 2.307252
-0.069412, 0.029391, 0.094733
-0.019028, 0.499101, 1.156725
2.302073, 0.243367, 2.147335
0.810746, 0.027603, 1.493200
0.809211, 0.029251, 1.497404
0.949600, -0.029327, 1.653082
1.157920, 0.529203, 0.979882
1.873342, -0.504394, 2.402226
2.366419, -0.385720, 2.285998
1.301163, 0.562283, 0.877327
0.404907, 0.329691, 1.006213
0.404473, 0.333994, 1.018625
0.404212, 0.098401, 0.953003
0.952268, 0.308543, 1.144381
0.757470, 0.413370, 0.911681
0.559852, 0.128740, 1.122028
1.455788, -0.511974, 2.763716
1.711192, -0.083274, 2.239395
2.035061, -0.015790, 2.287519
2.748609, -0.440016, 2.608902
2.055064, -0.076036, 2.306628
1.955122, 0.082936, 2.247056
1.711856, -0.616094, 3.327604
-0.023041, -0.232912, 1.982713
1.891883, -0.059271, 2.211523
1.756609, -0.614597, 3.308016
0.780857, -0.091928, 1.540153
1.083786, 0.338857, 0.584512
0.472419, 0.344778, 1.018157
0.448876, 0.172797, 1.142830
0.703718, 0.183370, 1.425412
0.982992, -0.599425, 2.908851
0.239444, 0.397205, 1.207812
1.046675, -0.182503, 1.795405
0.183327, -0.244980, 0.839484
0.481461, 0.307363, 1.088242
0.433911, 0.312072, 1.049034
1.347162, -0.317613, 2.279849
0.350476, 0.092353, 0.967450
0.550258, -0.268939, 1.136279
1.170464, 0.168460, 0.632216
0.057595, -0.192768, 0.684870
-0.149418, -0.575054, 1.328807
0.073792, -0.005263, 0.700959
0.503871, 0.148353, 1.165911
0.516105, -0.193912, 1.111494
-0.263827, -0.371814, 1.113741
1.422485, 0.094041, 0.702754
1.185690, 0.215691, 0.657914
2.139349, -0.094671, 1.828202
1.330993, -0.010593, 1.457249
2.049045, -0.638502, 3.317025
1.156142, 0.022115, 1.334680
1.976792, 0.230374, 1.810272
0.595987, -0.179057, 1.919172
0.266285, -0.241762, 2.065002
-0.068935, 0.051516, 0.086212
0.084993, -0.100099, 0.568818
-0.024295, 0.062314, 0.053892
0.012461, 0.054630, 0.086934
0.002342, 0.060968, 0.071529
1.555733, -0.327094, 1.108397
1.181325, -0.169906, 0.692524
1.180104, 0.212867, 0.656352
1.496494, -0.416384, 2.350367
1.308779, 0.151920, 0.697653
0.427827, -0.028969, 1.015600
1.404371, -0.234988, 1.001578
1.177093, 0.168389, 0.638254
1.240483, -0.256939, 2.029186
1.120936, -0.003266, 1.437663
1.387430, -0.054986, 0.637054
0.553991, 0.116886, 1.129801
-0.788904, -0.225704, 0.620955
0.536811, 0.070078, 1.154254
0.843721, -0.043334, 1.596071
1.060407, 0.213738, 1.449794
1.414649, -0.230475, 1.008094
0.959647, 0.288671, 1.200145
0.782610, 0.216927, 1.562628
1.950585, -0.773521, 1.338119
1.957637, -0.482636, 1.577906
0.059909, -0.057691, 0.782866
-0.474687, -0.312247, 0.844338
-0.244467, -0.346934, 1.044424
2.195800, -0.523466, 2.225582
1.256357, 0.297719, 0.839439
1.250675, 0.541587, 0.963544
1.208320, 0.175886, 0.652185
0.584520, 0.270072, 1.201498
1.133641, 0.563690, 0.855262
0.951931, -0.039894, 1.669773
1.067750, 0.277465, 1.286137
1.033684, -0.661571, 2.348237
2.049411, -0.595969, 2.222797
2.085035, -0.660206, 2.354005
1.280734, 0.187203, 0.727335
2.295808, -0.366605, 2.213800
2.428265, -0.736072, 1.990270
1.978912, 0.166129, 1.853532
1.267716, -0.112534, 1.720130
0.768886, 0.081360, 1.521691
1.085605, 0.337537, 0.585065
0.413490, -0.744758, 1.904259
0.205522, -0.691266, 1.676332
2.040431, -0.679313, 1.650261
1.302292, -0.306184, 2.125899
1.431431, -0.071564, 0.598541
1.940154, 0.227852, 1.789651
1.714672, -0.846331, 2.493748
1.938499, -0.122207, 2.259211
1.764104, -0.339116, 2.896218
1.400476, 0.099180, 0.690712
0.525059, 0.363450, 0.975046
0.881375, 0.530032, 1.006478
0.442178, 0.291940, 1.118140
0.516950, 0.232867, 1.202898
0.637163, 0.363813, 0.911631
0.749443, 0.244019, 0.869475
0.646548, 0.387606, 1.002082
0.451409, -0.153361, 1.049725
1.312580, 0.151741, 0.701163
1.137788, 0.241819, 0.634441
-0.099382, 0.055495, 0.095611
-0.043195, 0.028280, 0.617062
0.227598, 0.040599, 1.069804
0.705661, -0.060428, 1.393646
2.157933, 0.072160, 2.064152
1.301502, -0.109988, 0.809503
2.191135, -0.847335, 1.935975
0.429936, -0.206658, 1.045383
0.511427, 0.262146, 1.196298
1.004992, 0.262107, 1.260494
0.818381, 0.072172, 1.566178
0.581181, 0.223428, 1.240301
-0.004250, -0.166992, 0.614758
0.433810, 0.256777, 1.105081
0.072983, -0.067845, 0.778427
2.011740, -0.502584, 1.591390
1.180268, 0.219232, 0.658624
1.169661, 0.250169, 0.655773
2.633080, -0.321130, 2.323915
0.853114, -0.697771, 2.001887
2.091514, -0.700212, 1.240357
0.220002, -0.200792, 0.889262
-0.107434, -0.088748, 0.862196
0.081770, -0.066759, 0.768000
-0.024922, 0.379028, 1.115880
0.030031, -0.034634, 0.708723
0.142912, -0.049860, 0.833821
-0.165879, -0.462299, 1.394030
0.426454, -0.194556, 2.190910
0.535960, -0.627679, 2.573490
0.570465, -0.536346, 2.601872
0.573207, -0.127998, 2.327484
0.484452, -0.197789, 2.240850
0.523723, -0.005021, 1.197665
1.580379, -0.169654, 2.496759
0.822490, -0.128313, 1.739148
0.869113, 0.155067, 1.757485
1.832720, -0.509163, 2.604616
1.591548, -0.130911, 2.255978
0.052878, -0.100658, 0.742358
1.739211, -0.142046, 2.226761
0.890876, -0.324865, 2.860965
1.431006, -0.145972, 2.446028
0.470662, -0.401732, 2.663534
1.550016, -0.238126, 2.746538
2.025806, -0.071926, 2.268100
2.194423, -0.506552, 2.210028
0.630548, -0.179305, 2.389710
2.228828, -0.089823, 1.889854
0.431855, -0.227967, 2.218204
0.852395, -0.879848, 2.813085
0.556408, 0.343042, 1.029974
1.581714, 0.237906, 1.826169
1.217470, 0.400664, 1.351962
0.430237, -0.028843, 1.009811
0.814738, -0.603821, 3.001509
1.104090, 0.440196, 1.238310
1.901999, -0.523234, 2.463961
1.183346, 0.170795, 0.636036
1.328758, 0.152242, 0.712532
0.617471, 0.087033, 1.176441
1.287179, 0.221210, 0.806403
0.481913, 0.313366, 1.096083
-0.381764, -0.157798, 0.750873
1.056415, 0.188533, 1.446350
-0.118821, -0.001797, 0.575503
-0.594281, -0.235134, 0.658207
-0.872939, -0.115116, 0.699802
0.516999, -0.186550, 1.116344
1.001748, 0.440796, 1.206480
0.868417, 0.322313, 1.057178
1.488087, -0.037537, 0.562169
0.446473, 0.330257, 1.065048
0.467637, 0.354380, 1.040037
1.867649, -0.592791, 3.330588
1.612355, 0.015204, 1.304080
1.332480, -0.026134, 1.484738
2.056240, -0.646988, 3.530352
2.090066, -0.375418, 2.332558
1.941741, -0.512701, 2.423895
0.055693, -0.098079, 0.725951
1.669055, 0.273827, 1.728003
1.584520, 0.366119, 1.378435
1.223634, -0.114247, 1.939334
0.683829, 0.338188, 1.255299
0.865748, 0.145615, 1.756735
2.011738, -0.726883, 2.213892
1.249256, -0.122188, 2.064673
1.604606, 0.204440, 1.817803
1.611152, 0.229484, 1.856154
1.879044, 0.055957, 1.640462
1.244149, 0.010271, 1.364088
1.686790, 0.083466, 1.346488
1.900370, 0.240805, 1.589574
1.247260, 0.009477, 1.366511
1.460225, 0.065363, 1.137419
1.013619, -0.011829, 1.446768
1.268556, -0.192215, 2.079358
1.112351, -0.134625, 1.884594
1.255796, -0.594059, 2.387315
1.895882, 0.182252, 1.509167
1.337169, 0.119821, 1.008816
1.117910, 0.005036, 1.392208
1.638764, 0.262881, 1.474004
1.125464, 0.007967, 1.400295
1.902323, 0.292255, 1.721232
1.602942, 0.308933, 1.578240
2.179674, -0.148026, 1.806225
1.784459, 0.349527, 1.249645
1.125686, 0.015656, 1.379966
1.702415, -0.335991, 2.224998
0.912052, -0.191918, 1.745811
0.803239, -0.058760, 1.494922
1.729488, -0.571833, 2.591614
1.701044, -0.836281, 2.437556
1.116467, 0.013870, 1.371503
0.040086, 0.027908, 0.242249
1.385640, 0.103653, 0.681269
0.904052, -0.639295, 2.640697
1.270500, -0.283950, 2.113601
1.457223, 0.160691, 0.566527
0.951649, 0.005386, 1.847768
1.358562, 0.116906, 0.717963
-0.090109, -0.023404, 0.583775
0.182764, -0.151947, 0.681903
0.021823, 0.006034, 0.272544
1.686051, 0.193483, 1.929648
1.891395, -0.228118, 2.408327
0.830256, 0.309913, 1.029581
-0.389591, -0.159565, 0.761827
1.643262, -0.111743, 2.079825
1.985500, 0.230769, 1.764183
1.147333, 0.243813, 0.643673
1.115704, 0.445041, 1.257161
1.033050, 0.114966, 1.754333
0.536868, 0.428542, 1.216957
1.451936, 0.143565, 0.608364
1.330808, 0.236896, 0.770212
0.564685, 0.303879, 1.140442
0.746581, 0.199890, 0.895658
1.051997, 0.275169, 1.249248
1.988339, -0.122307, 2.337950
0.553773, 0.117766, 1.134381
0.448175, -0.002529, 1.030607
0.557229, 0.123423, 1.147632
0.587325, 0.272992, 1.210158
0.571041, 0.213243, 1.286331
0.436273, 0.268099, 1.122005
0.866616, 0.149429, 1.755301
0.059063, 0.025338, 0.728551
1.501148, -1.380763, 2.525393
1.019676, -1.282009, 2.471844
1.304202, 0.367735, 0.847865
1.149071, 0.520772, 0.748822
0.796809, -0.068788, 1.471689
0.035590, 0.060424, 0.073505
0.550901, 0.057147, 1.238557
0.450748, 0.000031, 1.034313
1.215100, 0.234845, 0.705441
1.282853, 0.078656, 0.761939
0.557336, 0.116299, 1.127096
1.147677, 0.225501, 0.637595
1.451496, -0.245399, 1.041428
1.670844, -0.043744, 1.953625
1.977157, -0.129940, 2.332073
1.447440, -0.563154, 2.705350
0.464487, -0.577832, 1.737594
-0.021487, 0.372969, 1.113399
0.524495, -0.511990, 2.585940
2.969222, -0.442416, 2.601994
1.311831, -0.590748, 2.417434
1.902178, -0.068608, 2.226021
0.023299, 0.065463, 0.049397
1.544808, -0.395181, 1.027479
1.383720, 0.066109, 0.830969
1.300325, -0.321988, 0.844242
1.701470, 0.205240, 1.952065
1.216737, 0.084186, 0.823464
0.449068, -0.161409, 1.050607
0.712763, 0.240042, 0.758018
0.501925, 0.321700, 1.216723
1.249592, 0.099866, 0.854079
1.650789, 0.123587, 0.696182
0.346751, 0.091966, 0.983666
1.180255, 0.004191, 1.274369
1.253925, -0.949307, 2.265089
0.674712, 0.303905, 1.135537
0.056453, 0.459660, 1.249689
0.345078, -0.180435, 0.902809
0.517903, -0.027596, 1.099231
0.015643, -0.122017, 0.646786
-0.000443, -0.124476, 0.671113
1.065037, 0.026193, 1.361425
1.289706, -0.021374, 1.462816
1.417953, 0.356087, 1.426404
0.998749, -0.088530, 1.718746
0.734500, -0.010563, 1.422412
1.135789, -0.217549, 1.861485
0.959478, 0.021680, 1.761300
0.981873, -0.122290, 1.695796
1.295254, 0.002610, 1.361714
2.150841, -0.388335, 2.247886
1.909408, 0.383543, 1.620689
1.455367, 0.299269, 1.210171
1.089140, 0.122490, 1.906458
0.590519, 0.204584, 1.256682
0.778839, 0.076842, 1.529960
0.629483, 0.326982, 1.317613
1.964317, 0.218494, 1.817621
0.223716, -0.648561, 1.584555
1.035712, -0.242769, 1.827257
2.330025, -0.680754, 2.076702
0.996834, 0.540928, 0.972853
1.106778, 0.440052, 1.241110
2.257196, -0.755078, 2.037769
1.255840, 0.531081, 0.951359
0.703301, -0.004200, 1.399651
0.869596, 0.147107, 1.756151
0.788194, -0.083739, 1.478330
0.980997, -0.897003, 2.663470
0.782378, -0.045508, 1.481427
0.903616, -0.090189, 1.644405
0.782417, -0.079505, 1.474767
1.155077, -0.018908, 1.476826
1.595056, 0.079113, 1.275831
1.788113, 0.246284, 1.623147
0.945335, 0.018636, 1.687548
2.065629, -0.457177, 2.352642
-0.053409, -0.159557, 0.548561
0.003464, 0.048960, 0.090830
0.371323, 0.295356, 1.080371
0.709936, -0.047062, 1.408693
1.058635, 0.293243, 1.228234
0.730056, 0.193753, 0.857104
2.014197, -0.072945, 2.256981
1.263813, -0.313434, 2.051724
0.088578, -0.033810, 0.752068
0.065659, -0.202529, 0.715985
1.290303, 0.100869, 1.424017
1.425252, -0.150074, 2.437029
0.436354, 0.265217, 1.111008
0.665152, -0.067890, 1.546632
0.958174, 0.290277, 1.205860
1.160585, 0.024053, 1.444604
1.798114, -0.757573, 2.488665
1.037990, -0.013396, 1.457444
1.471749, -0.154332, 1.875308
1.740683, -0.316442, 2.881374
1.104246, -0.068533, 1.865700
2.018007, -0.174567, 2.325801
0.998067, -0.088302, 1.723244
2.288920, -0.466513, 2.068912
2.135598, -0.539248, 3.737410
-0.019198, 0.062515, 0.056897
1.991675, -0.127189, 2.345325
2.134694, -0.193143, 2.503393
1.893049, -0.602803, 2.423548
1.017606, 0.281741, 1.152259
1.697582, -0.827296, 2.441433
1.147164, -0.233452, 1.891550
1.246470, -0.119589, 2.067642
